sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,type_of_assessment,decile_score,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count,event
Female,22,African-American,0,9,0,0,4,1,1,Risk of Recidivism,9,High,Risk of Violence,6,Medium,4,1
Male,27,Caucasian,0,4,0,0,2,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Male,31,African-American,0,10,0,0,0,1,0,Risk of Recidivism,10,High,Risk of Violence,4,Low,0,0
Male,44,African-American,0,9,0,0,12,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,12,0
Female,40,Caucasian,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,0
Female,40,Caucasian,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,0
Female,34,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,24,Other,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,0
Male,24,Other,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,0
Female,34,Caucasian,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,1,0
Female,34,Caucasian,0,6,0,0,1,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,1,0
Male,22,Caucasian,0,10,0,0,3,0,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,3,0
Male,22,Caucasian,0,10,0,0,3,0,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,3,0
Female,41,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,20,African-American,0,7,0,1,0,1,1,Risk of Recidivism,7,Medium,Risk of Violence,8,High,0,1
Male,30,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,0
Female,43,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,20,African-American,0,5,0,1,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,0
Male,20,African-American,0,5,0,1,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,0
Male,51,Caucasian,0,1,0,0,4,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,4,0
Male,50,Caucasian,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,30,African-American,0,8,0,0,0,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,0
Female,25,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,37,Hispanic,0,5,0,0,9,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,9,0
Male,37,Hispanic,0,5,0,0,9,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,9,0
Male,42,African-American,1,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,7,0
Male,42,African-American,1,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,7,0
Male,42,African-American,1,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,7,0
Male,42,African-American,1,9,0,0,7,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,7,0
Female,21,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,0
Female,21,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,0
Female,21,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,0
Female,21,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,0
Female,29,Hispanic,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Male,44,Caucasian,0,1,0,0,4,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,4,0
Female,24,Caucasian,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,0
Male,36,Caucasian,0,1,0,0,12,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,12,0
Male,36,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,39,Caucasian,0,1,0,0,0,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1
Male,32,African-American,0,5,0,0,2,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,2,0
Male,32,African-American,0,5,0,0,2,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,2,0
Male,30,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,50,Caucasian,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,0
Male,38,African-American,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,38,African-American,0,9,0,0,0,-1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,0
Female,27,African-American,0,6,0,0,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,8,0
Female,27,African-American,0,6,0,0,8,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,8,0
Male,21,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,0
Male,24,Caucasian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,2,0
Male,54,Hispanic,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,30,Caucasian,0,6,0,0,0,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,0
Female,30,Caucasian,0,6,0,0,0,1,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,0
Female,43,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,30,African-American,6,9,0,0,8,1,1,Risk of Recidivism,9,High,Risk of Violence,8,High,8,0
Male,30,African-American,6,9,0,0,8,1,1,Risk of Recidivism,9,High,Risk of Violence,8,High,8,1
Male,22,African-American,0,7,0,0,2,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,2,0
Male,22,African-American,0,7,0,0,2,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,2,0
Male,22,African-American,0,7,0,0,2,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,2,0
Female,26,Caucasian,0,4,0,0,1,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,26,Caucasian,0,4,0,0,1,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Female,26,Caucasian,0,4,0,0,1,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,1,0
Male,37,Caucasian,0,4,0,0,3,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,3,0
Male,37,Caucasian,0,4,0,0,3,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,3,0
Male,25,Caucasian,0,9,0,0,5,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,5,0
Male,25,Caucasian,0,9,0,0,5,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,5,0
Male,25,Caucasian,0,9,0,0,5,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,5,0
Male,25,Caucasian,0,9,0,0,5,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,5,0
Male,65,Caucasian,0,3,0,0,1,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,1,0
Male,65,Caucasian,0,3,0,0,1,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,1,0
Male,65,Caucasian,0,3,0,0,1,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,1,0
Male,52,Other,0,5,0,0,0,1,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,0,0
Male,52,Other,0,5,0,0,0,1,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,0,0
Male,37,Hispanic,0,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,9,0
Male,37,Hispanic,0,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,9,0
Male,37,Hispanic,0,6,0,0,9,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,9,0
Male,43,African-American,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,0
Male,29,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,1,0
Male,29,African-American,0,3,0,0,0,-1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,29,African-American,0,3,0,0,0,-1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,29,African-American,0,3,0,0,0,-1,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,0
Male,32,Caucasian,0,5,0,0,3,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,3,0
Male,32,Caucasian,0,5,0,0,3,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,3,0
Male,36,Hispanic,0,1,0,0,0,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,36,Hispanic,0,1,0,0,0,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,21,African-American,0,9,2,6,8,1,1,Risk of Recidivism,9,High,Risk of Violence,5,Medium,8,1
Male,21,Caucasian,0,3,0,0,1,0,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,1,0
Male,47,Caucasian,0,4,0,0,13,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,13,1
Female,36,African-American,0,2,0,0,4,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,0
Female,36,African-American,0,2,0,0,4,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,4,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Female,25,African-American,0,7,0,0,6,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,6,0
Male,32,Caucasian,0,2,0,0,4,1,1,Risk of Recidivism,2,Low,Risk of Violence,3,Low,4,0
Male,32,Caucasian,0,2,0,0,4,1,1,Risk of Recidivism,2,Low,Risk of Violence,3,Low,4,1
Male,43,Caucasian,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,34,African-American,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,2,0
Male,27,African-American,0,6,0,0,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,2,0
Male,26,African-American,0,4,0,0,8,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,8,0
Male,26,African-American,0,4,0,0,8,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,8,0
Male,26,African-American,0,4,0,0,8,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,8,0
Male,26,African-American,0,4,0,0,8,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,8,0
Male,62,Caucasian,0,-1,0,0,2,0,0,Risk of Recidivism,-1,N/A,Risk of Violence,1,Low,2,0
Male,51,African-American,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,21,African-American,0,3,0,0,1,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,1,0
Male,61,Other,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,61,Other,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,34,Asian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,46,Hispanic,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,33,African-American,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Male,40,African-American,2,6,0,0,23,1,1,Risk of Recidivism,6,Medium,Risk of Violence,8,High,23,1
Male,38,Caucasian,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,3,0
Male,41,African-American,0,9,0,0,7,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,7,0
Male,25,Caucasian,0,10,0,0,7,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,7,0
Male,25,Caucasian,0,10,0,0,7,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,7,0
Male,25,Caucasian,0,10,0,0,7,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,7,0
Male,21,Caucasian,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,1,0
Female,74,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,23,Asian,0,3,0,0,2,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,2,0
Male,21,African-American,1,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,10,High,1,0
Male,21,African-American,1,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,10,High,1,0
Male,21,African-American,1,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,10,High,1,0
Male,41,Caucasian,0,4,0,0,5,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,5,0
Male,54,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,57,African-American,0,7,0,0,11,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,11,0
Male,22,Hispanic,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,0
Female,27,Hispanic,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,30,African-American,0,2,1,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Female,33,Caucasian,0,6,0,0,3,1,1,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,3,1
Male,23,African-American,0,9,0,0,4,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,4,0
Male,23,African-American,0,9,0,0,4,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,4,0
Male,24,Caucasian,0,2,0,0,2,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,2,0
Male,52,Asian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Female,29,Caucasian,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,0
Female,42,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Female,42,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Female,42,Caucasian,0,2,0,0,0,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,0
Male,21,Caucasian,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,0
Female,30,Caucasian,0,2,0,1,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,0
Male,33,African-American,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Male,64,Caucasian,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,33,African-American,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,0
Male,38,Hispanic,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,21,African-American,0,6,0,1,2,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,21,African-American,0,6,0,1,2,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,21,African-American,0,6,0,1,2,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,21,African-American,0,6,0,1,2,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Male,21,African-American,0,6,0,1,2,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,2,0
Female,41,Caucasian,0,4,0,0,9,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,9,0
Female,41,Caucasian,0,4,0,0,9,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,9,0
Female,41,Caucasian,0,4,0,0,9,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,9,0
Female,41,Caucasian,0,4,0,0,9,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,9,0
Male,27,Caucasian,0,4,0,0,2,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,2,0
Female,28,African-American,0,8,0,0,5,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,5,0
Male,28,Hispanic,0,8,0,0,3,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,3,0
Male,28,Hispanic,0,8,0,0,3,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,3,0
Male,23,Hispanic,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Female,52,African-American,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,0
Female,20,African-American,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,0
Male,21,Hispanic,0,8,0,3,1,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,0
Male,21,Hispanic,0,8,0,3,1,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,0
Male,21,Hispanic,0,8,0,3,1,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,1,0
Male,30,Hispanic,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Female,22,Hispanic,0,5,0,0,1,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,1,0
Male,28,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,0
Female,34,African-American,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,32,Hispanic,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Male,32,Hispanic,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Male,32,Hispanic,0,3,0,0,3,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,3,0
Male,25,African-American,0,2,0,0,0,1,1,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,1
Female,27,African-American,0,3,0,0,0,1,1,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,1
Male,33,Caucasian,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,0
Male,35,Caucasian,0,2,0,0,0,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,0
Male,59,Caucasian,0,1,0,0,0,-1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,40,African-American,0,3,0,0,2,1,1,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,0
Male,40,African-American,0,3,0,0,2,1,1,Risk of Recidivism,3,Low,Risk of Violence,3,Low,2,1
Female,29,Other,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
Male,24,African-American,0,9,0,2,2,1,1,Risk of Recidivism,9,High,Risk of Violence,7,Medium,2,1
Male,24,African-American,5,10,1,0,10,1,1,Risk of Recidivism,10,High,Risk of Violence,9,High,10,1
Male,23,African-American,0,7,0,0,1,0,0,Risk of Recidivism,7,Medium,Risk of Violence,9,High,1,0
Male,36,Hispanic,0,10,1,0,26,1,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,26,0
Male,29,Caucasian,0,8,0,0,8,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,8,0
Male,44,African-American,0,6,0,0,0,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,0
Male,54,African-American,0,6,0,0,13,0,0,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,13,0
Male,26,Hispanic,0,3,0,0,5,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,5,0
Male,50,Caucasian,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,0
Male,59,African-American,0,2,0,0,1,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,0
Male,21,African-American,0,7,0,0,1,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,21,African-American,0,7,0,0,1,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,21,African-American,0,7,0,0,1,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,21,African-American,0,7,0,0,1,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,21,African-American,0,7,0,0,1,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,1,0
Male,51,Hispanic,0,1,0,0,0,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,0
Male,24,African-American,0,5,0,2,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,2,0
Male,24,African-American,0,5,0,2,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,2,0
Male,24,African-American,0,5,0,2,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,2,0
Male,24,African-American,0,5,0,2,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,2,0
Male,24,African-American,0,5,0,2,2,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,2,0
Female,45,Caucasian,0,5,0,0,2,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,2,0
Female,45,Caucasian,0,5,0,0,2,0,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,2,0
Male,33,African-American,0,8,2,3,11,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,11,0
Male,33,African-American,0,8,2,3,11,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,11,0
Male,33,African-American,0,8,2,3,11,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,11,0
Male,29,African-American,0,1,0,0,3,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,3,0
Male,20,African-American,0,7,0,0,0,0,0,Risk of Recidivism,7,Medium,Risk of Violence,9,High,0,0
Male,20,Caucasian,0,4,0,0,6,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,6,0
Female,25,Caucasian,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,0
Male,21,African-American,0,9,0,0,1,0,0,Risk of Recidivism,9,High,Risk of Violence,10,High,1,0
Male,41,African-American,0,9,0,0,18,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,18,0
Male,41,African-American,0,9,0,0,18,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,18,0
Male,38,African-American,0,3,0,0,0,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,0
Male,38,African-American,0,3,0,0,0,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,0
Male,46,Caucasian,0,3,0,0,1,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,1,0
Male,33,African-American,0,7,0,2,9,1,1,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,9,1
Male,31,Hispanic,0,7,1,0,19,1,1,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,19,0
Male,31,Hispanic,0,7,1,0,19,1,1,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,19,1
Male,21,Other,0,4,0,0,0,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,0
Male,60,Other,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,60,Other,0,1,0,0,1,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Female,39,African-American,0,5,0,0,3,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,3,0
Female,39,African-American,0,5,0,0,3,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,3,0
Female,39,African-American,0,5,0,0,3,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,3,0
Male,58,African-American,0,7,0,0,2,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,2,0
Male,58,African-American,0,7,0,0,2,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,2,0
Male,23,African-American,0,5,0,0,1,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,1,0
Male,23,African-American,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,0
Male,23,African-American,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,0
Female,38,Caucasian,0,9,0,0,14,0,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,14,0
Female,23,African-American,0,5,0,0,3,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,3,0
Female,23,African-American,0,5,0,0,3,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,3,0
Male,31,Hispanic,0,1,0,0,1,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,0
Male,35,African-American,0,4,0,0,4,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,4,0
Male,35,African-American,0,4,0,0,4,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,4,0
Male,49,Caucasian,0,2,0,0,12,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,12,0
Male,26,Other,0,4,0,0,1,0,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,1,0
Male,27,Caucasian,0,5,0,0,0,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,0
Male,22,African-American,0,6,1,3,2,0,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,2,0
Female,29,African-American,0,4,0,0,0,1,1,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,1
Male,24,Hispanic,0,6,0,0,0,-1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,0
Male,31,African-American,0,9,0,0,0,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,0
Male,24,Caucasian,0,2,0,0,0,-1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,0
Male,31,Hispanic,0,6,0,0,5,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,5,0
Male,31,Hispanic,0,6,0,0,5,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,5,0
Male,31,Hispanic,0,6,0,0,5,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,5,0
Female,29,Hispanic,0,3,0,0,0,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,0
